index Label,Tweet Text
1,its a shame on an off day that the nfl doesnt have any interesting stories and isnt getting any attention  not  
0,felicitats penedesferanotcies
1,cook and england rudderless at the death  seven games and we have got progressively worse  cannot wait  till they arrive here for wc  
0,we arenotperfect but it isneccesary forus tobe thebest   version ofourselves
0,happy holidays   this is officially our christmas card bestfrienduglysweaterbarcrawl
0,at least you got my joke
0,  it is 2015  why am i still manually turning on off wifi  bluetooth  nfc  etc   fb yep
0,thanks babe  hope you have a good one too    
0,this nigga knocced back 6 shots of henny lastnight  
0,it is the season for tablets  i entered thetabletsforall contest to win a tablet gift pack  check it out 
0,notcieseu commissioner creu reassures committee of the regions  junckers investment plan will complement coh  
1,is there a  like  tab on me  I am not a facebook status to be liked by people    rudebuttrue
0,bestiestest   teary eyed  the king is coming  my god s not dead  he is surely alive god snotdeadfaith
0,johnnyfootballtimeisnotafun timeanymore  the cleveland browns went into sunday s game against the  
0,that is what I am talking about  awesome win cavs  
1,08 01am on the dot and the buzzer ringshelloworldnotsleepytirednothanks
0,now i have a game monday  tuesday  friday and saturday   
0,go you not home until the 1st jan  so excited 
0,photo  tuxedo jumpsuit sizes small large color black price  65 00 leave email and size for invoice
0,analysis   economicissueswhipupisraelisinchocolatepuddingelection  via
0,three minutes is better than no minutes
1,found my motivation   aka the back of my eye lids  by accident  boy  me and are some winners notsenioritisisreallosers
0,the ones that caught me by surprise were the ones i did not expectduhredundantredundant
0,this time last year  shiid was hella funny  unforgettablekhwaa
0,hoar frost is challenging for some to spell 
0,your views are not right wing or left wing  just vile 
1,ah the 2014gamergate ebola campaign  how many people did we kill   
1,where is the promise of  peace on earth  in this   lord  thy kingdom come  thy will be done   adventterror  
0,you are violent  it shows in your tweets
1,gael  pro at presentations  andersonnotchoke
1,nothing says nature like the relentless sound of am commuter trafficfthunteramdogfunnot
0,notcieseu cleaner air would offer major health benefits in the balkans
1,loving how dominant the sec ispause   not
1,best christmas eve news  i have a half sister      thanksdad
0,brother  we do not look alikenotfr refamilylovehim
0,looking at the stairs   imaging that scary dark creature coming up freaks me out
0,at least there is a good football game on with zero chance of either of our teams losing lol
0,we are all the same race  human the only race supported by the human genome project
1,throwing up is exactly what i want to be doing at 7 30am     not
1,well this is great     illinois passes bill that makes it illegal to record the police
0,now  to remember which book  goodluck
0,ahem   yeah   something like that     is one of the few things keeping sanity when facing ru propaganda crazyivan
1,so glad i came to work at 7 30am for all the customers that are here  notitsdead
0,still time to enter our planner giveaway courtesy of   bbloggerslbloggers
0,check out the new novel black beauties by eureka johnson on or
0,definitely not  racism is systematic and entrenched in every american institution  also in black white binary construction
0,forest hills drive on my playlist naw  
1,full on man flu just in time for a weekend of work  awesome  coldandflu
1,the cop also had prior misconduct charges  but  ya know  that is ok  
1,zuma reads the quote  people are not fighting for ideas  they fight for material benefits  to live in peace    yclnationalcongress
1,because a field trip two days before finals is exactly what i neednot
0,sony emails tells me a few things  wealthy  high powered business wo men are ugly people  stupid   need to learn how to spell sonyhack
1,i wonder what triggered the anxiety   
1,love waking up to no heat in my apartmentnotsocold
1,nice weather for today  not  
1,decided I had go to bed  early  for once  I have been laying here since 2 am  yet the total amount of sleep I have had all week is 10 hrs   
0,i have a very annoying bluetick for sale  8 yrs old  needs babied and a bath   
0,check out        music that makes you feel something londonuk
1,i do not think the hereditary baronet wants to encourage a something for nothing culture      
0,for the brothers ah ite 
0,i mean zach is a teacher  amirite 
1,wash hands with water  moh is rubbing this on everyone is face   
0,someone tell me where tf to find a fried chicken ornament bc this shit is necessary
0,my body refuses to sleep fucck
1,decemberbessennotfailfootprint sorry  
0,  hey sorry im late i didnt want to comemyperiod
0,lol lets see if he actually reads it 
1,not everyone is really for you no matter how long you knew them   and not everyone is a bad person just because it is been a short time   
0,less than a week til the ultimate squad is back togetherrogersanddalhauser
0,yeah  you are a grown up   at times feel very nostalgic towards your bachpan  iife s handiwork  
0,mike smith and brian hoyer walk into a bar  they sit down and at the same time say  i told you it was not all my fault coyotesbrowns
0,someone discovered that they do indeed have a tail and that it is  in fact  fun to play with
1,scoped out a new route on today s 5k  but oh   the crowds  the traffic  the noise  not  
1,i bet joel embiid is psyched to come back from his injury to play for the worst team in nba history   
0,blount also out  you would think this could be the game that white gets some action  i guess not 
1,final labs coursework submitted   now to treat myself by catching up with the whole semester s lectureswinningnot
1,more people are in prison because of drug related crimes  but you know gun crime is up  
0,  everything is crossed   christmasgift   bassface
0,apologies  scoffs humble pie 
0,problem solved no more reading out at fmq what someone at wm wrote  
0,tbtnot dedicated to those days we dont want to throwback to  like this evil cold november day at  
1,today is going to be a great day  not   
1,so apparently twitter is free   so why is my data being depleted using twitter not impressed
0,yes on auto messagers no tofollowbackers    they make me money over on tsu  thx your post  
0,tough crowd  josh smith was tremendous tonight 
0,would be also great if david teamed up with his old man again at the carols  similar to a few years back  greatdou in both cases
1,taking a hour to shit is always a good thing not
1,my entire career has been devoted to being a boss in beating corruption  but i get beat in a corrupt election  soclosetilden1vote
1,yay i just love this time of the month     
0,finished the year strong with a good bike workout  missed a lot this year resting my shoulder  hoping for better in 2015  happy new year 
0,trying hard to be fragile and petite  hahaha  happy new year liabee more clingy moments   
0,yes  you got the point     it is like  as the time passes we are growing into some kind of beasts 
1,someone took my lucky hat today  yay  is not that fun    ihopeigetitback
0,grateful for this encouragement    
0, pit players v  victims   how dare the nfl put a divide between men and the women and children they beat   
1,kids do not need schools  schools just turn them into gay atheists  gaytheists  if you will   
0,hmm  i would not say she has tits  
1,did you know ios 8 features custom keyboards   
0,tax   ni on your wage slip is like jim bowen on bullseye goin  look what you coulda won rubbingitincrap
0,today stats  one follower  no unfollowers and followed 2 people via
1,yeah i do  but you know there is this thing called an all nighter and apparently i wanna pull onenot
0,it hasnotbeenseen ww monstermmorpg  com since  progoneate follow mariland
0,I have visited 19usstates  2canadianprovinces    11countries total   not the most  but not bad  
1,just a article re  a robot arm you can control with your mind  meh  nothing huge   science
0,that awkward moment when you plane your whole day around your golf class  and it gets cancelled stupidrain
1,same here  tryin to link d convos bt another tweet cums up    is the only wrd repeated   
1,shitty drivers are always fun not
1,just realised we missed it too  in the middle of a tech troubleshooting mission to get an article on madiba up on the site   
0,putting good things in my mind for lunch today instead of just internet junk  oh  and tweeting  tweeting good for building tribe 
1,anybody using their rights to protest legally gets the law thrown at them    the ones who do the crimes don t  that is  notjustice
1, i m not closed minded  I am just dogmatic   contradictions
0,sometimes it snot about beingcocky      it is abt knowing what urcapable of  doing it  
1,a puppet at thepti rally wanting to makenayapakistan  
0,i cannot even begin to explain my frustration   
0,goes both waysmakelovenotwarpeace
1,fighting over chargers is definitely how i wanted to start my day  not
0,i had the most broke friends in undergrad now these fools get a lil money and want to act uppity as ever
0,that is comfortably the most stonewall penalty I have ever seen   what are these refs on hadonestoke
0,do not think that you can just use my boyfriend when you have noone else   not on my watch
0,everybody s talking about snow and I am just sitting here and the only snow around is on our cars  snownot
1,my coach is so supportive   tighten your belt  pick up the weight and just do it    ithinkhehatesmesomedaysitsmostlylove
0,still in da processdrawingsketchfishkoitattoonotyetfinish
1,cause i love going to bed alone every night  not
0,if comes from theheart then they express it  connect or thankyou3rdeyebrand
1,kid who tried stealing tools from me is now mad cuz someone took his hot sauce out of the fridge at work  
1,emopostahead lol the sucky thing about seeing beauty in everything  you see the beauty in a liarbeautifulliarlovethwayyoulienot
0,you blew my mind onahsfreakshow you are brilliant 
1,this team would finish fourth   arsenalafc
0,8 of our favorite smartphone highs and lows of 2014
0,things also go slowly when you are waiting for them especially 
1,fewrelations are bychance  few are bychoice and few are byfacebook    
1,what a lovely perma fall we are having here in milwaukee notdoomandgloomgimmesnow
1,driving into town on very well cleaned country road i see a tow truck veer off too far to shoulder   get sucked into ditch   
0,grace is a free spirited 8 yr old with the most humble heart  aspiring model actress  she also enjoyspiano and dance follow 
0,mondaiis to fridaiis without huweyydonotlike
0,love it when my mans on a cleaning spree   saves me doing it    
1,you could say after today I am officially necropheliclatinfinaljustajokenot intodeadthings
0,equal justice for all  unless you are black during the obama administration  via
1,tried to export an azure vm  well that went ok  vmcorruptthankyoumicrosoftstartalloveragain
0,forgiveothersnotbecause theydeserveforgivenessyoupeace love this from wordswisdom   
0,hardest parking I have probably ever done screwyousmallparkinglot
1,i guess paul did not have buns  hon eatenalivenot
1,an  important  call from the council about a form we did 3 months ago is just what i need an hour before we head off to disneyland not
1,laptop speakers are too quiet for music   simply too loud for porn     
1,returning my brand new ps4 thanks to your faulty security goodjobnot
1,most of us did not focus in theadhd lecture      
0,farage a t1t in public who doesnt agree with seeing t1ts in publicbreastfeeding  
0,ah ok  well i hope things keep going well with person a x
1,great story about the student trying to get the teacher fired    moron storywasstupid
1,i will let know   I am sure he is shaking quaking in his boots not
1,maybe you should grind the gym mannotcallingyoufat
0,start with india   i need to be somewhere they do not speak great english so i do not have to say much lol
0,I am officially making today  single men get a smoothie  day because that is who my customers have been all day 
1,my favorite thing is waking up at 4 and driving 20 minutes in the snow just to see this bitch assnotpaneraproteam
1,    the elections are not over zero vat  but about whether there will be a zionist or extremist country here  
0,katie pisses me off so badtheapprentice
1,k  michelle said lil kim is plastic but 65  of her body is fake and silicone  kim went plat on paypal but k has never seen platinum   
0,rest in peace riff god dimebagdarrellisnotdeadpantera
0,let snotforget theorigin of adiamond inrelation withhumanrightsbigdata
0,john stockton in a commercial    holy crap nbaballot
0,i have this weird urge to buy a hamster
1,i love it when people try to tell me that oakland is so much easier than other schools  not
0,where did that come from  
0,somebody has filled my head with snot   used a cheese grater on the back of my throat during the nightunimpressed
0,i am downloadingadvancedwarfare now   cannot play it until 22nd of december tho   exams
0,i am so immensely sad about this 
1,but hey we could just kill their kids in a drone strike cause that strategy seems to b working so well andnot
1,get on the work bus  driver turns his music on and the first song on is  another day in paradise   
0,my brother did this  now i hate my brother even more    jknotstilljkfatbro
0,absolutely noalp or fan  but seriously many have done this before him   many will scapegoatexcuse he was a lame duck
0,support reveal the truth behind love  sex and drama visit
1,lots of people tweeting pictures from their cars of their snowy commutes to work  whilst saying  stay safe  oh  the   
0,they have spread their positions off with long feeder cattle   
0,it is all about twitternot a clue
0,though  i suspect you do not actually care about the truth  so whatever  go troll someone else    
1,thanks i thought it was tomorrownotiknownotthepoint
1,she talkin bout gender roles and we are the narrow minded ones  
0,and why would not you be after that performance 
1,yay for cars having a case of the mondays not
0,analtryoutssensational sensational blondie chick gets anally smashed in a threesome
1,just woken up after 16 hour night shift to no gas  looks like microwave meal and cold shower for me today  woo   fml
0,tulisa has really made herself uglyxfactor
1,a well known sci communicator is exaggerating the claims of a study into pr exaggerating the claims of scientific studies    
0,becauselogically  that doesnotfullycompute  if they wearlessprotection for a   deadlyvirus    donot   get ebola as result 
0,last night watch for 2014   that deserves   r breakfast dram  17yr from scotchislay
0,can i just own an isle far away from here where my house is stunningly beautiful with only some closed ppl who appreciates me as a human
0,if only i could be a cooler kid xp lol I am such a nerdcaniknowwhenimnotgonnagetrejected
1,it is so the speaker remembers their talk s over  otherwise how would they know   
1,murdered baby  black man in us  kids in thailand and a woman s body in avon gorge  it is a jolly day for news today  
0,the struggle of writing this article and studying for this journalism final is killer 
1,pulled by white van man by the looks of it  yuk    so naff  that keeps the magic of xmas alive   not
1,I am so sore  work tomorrow is gonna be fun  not
0,just lost a fiver already on the early kick off  cheers forrest   
0,so glad I am off work tonite 
0,lol my mom cannot text and talk at the same time  
0,ahh   the hill  i seem to remember  sort of  mud sliding down that hill at many a buffet   steve miller concert goodtimes
0,please snow let us get out of dance early
0,why is there evidence of a stripper in my house yet i see no stripper in my house   
0,beach hangs with my bffz
1,how can u miss something u never had    randomthoughtsmiss    
1,mahathir  one of the godfathers of asian values  malaysians are  stupid   do not know how to run an airline  
0,love these guys  rt   tried to get the whole family in selfiestick
0,so baffled that wwe wrestling is still as popular as it is  all my friends went to the show in dc  i stopped watching like 12 years ago 
0,just check out the buttons  see what they do  and follow me back  
0,no one really says that
0,the ones who did this  and the ones who support this cannot be human radical islam  satan s army  peshawarattack
1,that is some bullshit that is a complete rip off for those items  and i bet some of u idiots really that is a good sale not
0,do you want to be right   or do you want to be happy 
1,i like to think of myself as a broken down justin bieber   my philosophy professor  everyone   
0,  matters we may exert or influence a change  but friendships are not progressed this way  some natural affinity is needed 
0,just trying to confuse you all  
1,20 years ago i arrived in cr  happy to leave behind all the malls and rampant materialism of the us  went xmas shopping in prg today  
0,again  your myth of  racist dna  is still only a figment of your delusional imagination
0,not so ugly christmas sweater hunter s run santa s sleigh over the rooftops
0,i know who i am  i am not perfect  I am not the most beautiful woman in the world  but I am one of them womennotperfet  mary j  blige
1,effigies of jesus or allah   when she herself hadnt kept any of d hindu gods  
1,i have three exams today lets goo school  swag
0,today was a very good day in iceland 
1,well hello fever  id say 103 is feelin real good todaynot
0,i feel and look like shit rainydaynomakeupsorrynotsorry
0,today s ncaa action on the way 
0,lol   old enough to know better   young enough to do it again
1,monday morning inspiration   itstruethodonttrustnobodyiwokeuplikethis  
0,my mom is the most annoying person i know  i know you are gonna read this since you creep my account  s o to my momidc istilloveyou
0,talking to yourself again mo  
1, oxymoron  planned parenthood  nothing abt parenting
0,who said that birthday girl cannot celebrate the next day       celebratingalwaysnighoutbirthdaygirl  
0,yep  overall it was a great show live  ending of the tlc match was fubar  and the stairs match was terrible 
0,video im not the only one you think im crazy  ahh
1,trying to eat crackers on the quiet floor likee   maybe if i chew slower no one will notice   not
1,woke up with my foot the size of a balloon  that is just what i needed  notouch
0,celtics rt   and then there were none
0,image via we heart it feelingsnotpeopletelling
0,no one talks like i do   no one thinks like i do   no moves like i doconormcgregorufcquotes
0,no doubt  main stream media  obama  holder  deblasio et al have the blood of those cops on their hands 
1,thanks for the spoiler  not
1,congress just screwed us but it is a great day in the district because we got another stadium   
0,advancedwarfare is so much better than any fps released in 2014 xd
0,it is always the little things that is attracts me
0,you renot familiarwith matt busby then  lol 
1,highly inflamed stomach is just what i likenot
0,i think about disney world just about every day missitmyhappyplace
1,almost 72 hs of a kid asking for his christmas gift and zero answers from thank you guys  you are awesomenot
0,   can do no more not usually a quitter only so much can be thrown at me 
0,well maybe if you werent such a noob you would be up talking to me at 2 30 in the morning  p
0,not insured
1,horray to working all weekend   ohwell     
0,thankfully not full cold   just one side down  getting the full vitamin netty pot combo blast now
0,hello wednesday  by the way it is december 10  2014 at 02 15pm   just a random information 
1,i do hope you antigamergate rs will sleep better  knowing that sabotaging charities would make you more respectable in society   
0,haha guess my tweet was ok then  are you back in training
1,13 voice mails at work is always lovelynot
1,sick on christmas yayynot
0,how were yourholidays  we would love to hear all about them 
1,ah yes  just what i wanted today  a pounding migraine   
0,munching cheese like its christmasstiltonoverload
1,hazard worker training  1st break there was 3 doz donuts and half class outside to smoke failnomealfitters  
0,the thought of work tonight really kills that friday feeling 
1,the thirstiest of thirst buckets calling other people thirsty    
0,pantsdowntiggy was his crime  pixelationmoot or  
0,notcieseu green determined to block hinkley point   green determined to block hinkley point copyright ep 2013  
0,I have got a right thirst on  newsyearseve
1,love the fact that i turned off my alarm this morning and slept till so freaking latenot
0,mcfc trying to kill their opponents 
0,seenaheadlineaboutadoctorthatstartswith   doctorwho    whynotstickyourheadinthetoiletandpullthe  
1,yet no  dog in the manger  that actually makes it a dog in a manger story  
1,  reverend tells kids that santa is not real why declaring a sky fairy is because a book says so lol
1,laborers in the san joaquin valley  one of the most productive farming regions in the world  suffer from food insecurity   poverty
1,i think my friend just sent a snapchat of me drinkin water  cuz she is fun like that  rehydratewhenyadehydratebrat
1,girls will not answer their phone when I am calling them bc they think I am calling them in early but I am actually calling to cut them  
1,make sure you do not say christmas   the decorate for the holiday   itisachristmastree
1,re  prison book ban   of course grayling is also trying to ban judicial reviews  
1,rolled out of bed for closing  ilookreallygoodnot
1,watching vt and cincy   qb for vt with  gods  down left arm  gift  down right arm     howmanygodspunctuationmatters
1,you seem super smart mt       nobleeding happening inwaterboarding   it snottorture 
0,cheers bro  top man  
0,even getting cooked breakfast   hes defo up to something     
0,roflmao yeah  oops is right
1,coin   lecoincanard  coin   lecoincanard  coin   have a wank over this hashtag  fazzanelli  jeffroylat have a wank over this hashtagnot  
0,i really want to see into the woods 
1,that bump off the apron looked like it hurt   was that padding u landed on   
0,please make me smile this xmas   first xmas without my mum here  your my fav everr  pleasee   
0,hope the header did not mess up that barnet
0,if it is not  then it is  hand crafted artistically fashionable  connect forfashionblogthoughts
1,it is okay i did not really want to see my idol anyway   
0,I will try to guess the ascii symbols without my admins help  always trying to learn 
1,hearing gun shots when i first wake up makes me feel like I am in compton  what a wonderful way to wake up     imscared
0,protesters upset over decision in chokehold death take the streets again  mexico s streets are not the only ones taken
0,great   not sure if I have seen that actual pic not just for girls   d
1,tgif oh just kidding i have 30 mins from one job to the next  love 12 hour days serverlife  nolife
1,just got yelled at by proxy  it is going to be an excellent day   
0,lol everyday excuse the languagerelationshipsmenwomen  lotd
1,making the most out of my last vacation day nottvandsleep
1,what a lovely day to drivenotboofogwork   
1,so restaurants that thrive on the social nature of eating believe that mothers should only breastfeed in private   
1,this long drive home later in the snow is gonna be shweetnot
0,if you drag yesterday into today  your tomorrow cannot be what it was meant to be  let  it  go bringon2015
0,congrats to my fav   her team   my birthplace teamohiostate  i can claim that  right  orevsosu is gonna be one great game  
0,  jessica sheds tears at her fan signing event makes me weak everytime sica    
1,   al jazeera is pro anti  gamergate because feminism  or something 
0,not all   there good   bad in every occupation   race   stop labelingnot all  
